Name;Nationality;Gender;Age;Passport ID;Entry Location;Date of entry
Denney Darinton;China;Male;74;369329040;Cristiano Ronaldo Airport;14/07/2020
Jaimie Lidyard;Russia;Male;56;514914607;Elvas Border;07/04/2020
Madelena Backhouse;Peru;Female;18;699071181;Elvas Border;15/04/2021
Maggie Fiander;Croatia;Female;79;991896786;Joao Paulo II Airport;21/03/2021
Netty Lenglet;North Korea;Female;19;848890664;Cristiano Ronaldo Airport;07/11/2020
Kristoforo Keeney;Kazakhstan;Male;31;786418594;Beja Airport;02/03/2020
Klaus Rebbeck;Sweden;Male;59;690550484;Joao Paulo II Airport;13/03/2020
Leoine Lovart;China;Female;43;534877123;Elvas Border;05/02/2021
Keriann Petrosian;Greece;Female;20;970217943;Humberto Delgado Airport;16/11/2020
Benton Janca;Indonesia;Male;56;589339729;Vilar Formoso Border;12/08/2020
Elnar Curnnokk;Philippines;Female;24;653933114;Faro Airport;05/01/2020
Ottilie Dorgan;Poland;Male;33;333256806;Joao Paulo II Airport;10/02/2021
Aubrie Kiehl;Uruguay;Female;29;614745473;Beja Airport;15/05/2021
Marinna Kidgell;France;Female;40;773060455;Elvas Border;30/07/2020
Gideon Pipkin;Peru;Female;80;837551800;Braganca Airport;06/03/2021
Clareta Gilli;Poland;Male;62;619218070;Castro Marim Border;10/04/2021
Lawrence Breston;Indonesia;Female;19;223275964;Joao Paulo II Airport;29/06/2020
Merle Dodswell;Japan;Male;58;798547893;Faro Airport;09/09/2020
Vanni Swales;China;Female;70;581165509;Faro Airport;01/04/2020
Babette Scoates;United States;Female;23;375864773;Elvas Border;22/12/2020
Diane Coutthart;Brazil;Female;18;766627737;Faro Airport;06/03/2021
Obediah Tulloch;Ireland;Female;33;474706859;Sa Carneiro Airport;28/03/2021
Kinny Wearne;Brazil;Female;26;895065146;Humberto Delgado Airport;06/01/2020
Kirsteni Murkitt;Comoros;Male;69;994490356;Faro Airport;23/10/2020
Gardner Davenall;Indonesia;Female;70;902178781;Braganca Airport;11/01/2020
Vilhelmina Delacourt;Laos;Male;80;444103090;Faro Airport;20/03/2020
Brunhilde Egdal;China;Female;64;268185012;Braganca Airport;23/11/2020
Ynes Bowmer;Russia;Female;79;831603296;Beja Airport;29/04/2021
Lainey Ismail;Mexico;Male;71;574133242;Humberto Delgado Airport;09/03/2020
Hetti Twyning;China;Female;63;373409868;Vilar Formoso Border;15/06/2020
Antony Cubbon;Indonesia;Female;51;341069919;Beja Airport;07/04/2021
Sella Sealeaf;Mexico;Male;31;495303266;Braganca Airport;24/11/2020
Arney Hannant;United States;Male;71;886288185;Humberto Delgado Airport;04/07/2020
Arch Cancelier;Canada;Female;80;623857122;Braganca Airport;17/06/2020
Alessandro Flintiff;Pakistan;Female;24;176041052;Sa Carneiro Airport;07/04/2020
Davon Berger;Azerbaijan;Male;77;730641552;Cristiano Ronaldo Airport;29/03/2021
Sara-ann Mityakov;South Africa;Male;76;598910411;Faro Airport;06/03/2021
Tawsha Nelissen;Portugal;Male;26;573337148;Elvas Border;24/04/2021
Trudey Roizn;Malta;Female;68;448337855;Valenca Border;17/04/2021
Rodney Gyurkovics;Indonesia;Female;18;572526338;Faro Airport;17/11/2020
Flin Ellicombe;Indonesia;Male;33;657300909;Beja Airport;02/12/2020
Ashil Pattle;China;Female;47;120026288;Humberto Delgado Airport;17/06/2020
Willa Wingeatt;China;Male;71;182246076;Cristiano Ronaldo Airport;04/01/2021
Bobby Tilliard;Philippines;Male;54;641155601;Elvas Border;08/09/2020
April Vears;Indonesia;Female;73;138131047;Valenca Border;14/01/2020
Casie Eccersley;Brazil;Female;85;170211585;Vilar Formoso Border;16/11/2020
Grant Nockles;Indonesia;Female;41;701415243;Sa Carneiro Airport;30/03/2021
Wendie Lewsey;China;Female;31;617055556;Joao Paulo II Airport;12/06/2020
Rodina Jedrych;Nigeria;Female;29;899146732;Castro Marim Border;15/04/2021
Ursulina Baldock;Portugal;Female;68;393040160;Sa Carneiro Airport;15/07/2020
Leigha Cattini;Poland;Female;39;846217326;Valenca Border;21/03/2021
Adiana Jancik;Indonesia;Male;78;800067124;Valenca Border;17/07/2020
Annabella Tellenbrok;Luxembourg;Male;41;697551595;Sa Carneiro Airport;20/06/2020
Brittan Furmedge;Russia;Male;26;681919461;Cristiano Ronaldo Airport;24/07/2020
Charmain Willcocks;Philippines;Female;83;110243743;Castro Marim Border;19/10/2020
Leroi Othick;Japan;Female;20;885021044;Cristiano Ronaldo Airport;10/06/2020
Tilly Schmidt;Philippines;Female;35;262414124;Humberto Delgado Airport;21/07/2020
Sofia Bonnier;Tajikistan;Female;52;471585773;Humberto Delgado Airport;15/01/2021
Lutero Vasile;Ukraine;Female;68;910833937;Joao Paulo II Airport;17/03/2020
Wainwright Caton;Pakistan;Female;56;699320190;Braganca Airport;28/01/2020
Gannie Hansod;Russia;Male;73;522866612;Faro Airport;21/08/2020
Christian Wilson;Colombia;Male;30;732171181;Beja Airport;08/03/2021
Chere Nixon;United States;Female;70;383419362;Humberto Delgado Airport;09/04/2020
Sal Kimmings;Bolivia;Male;46;995697780;Beja Airport;28/01/2021
Babbie McGebenay;Indonesia;Female;40;780702671;Faro Airport;26/04/2020
Ely Arstingall;China;Male;56;374528082;Beja Airport;30/07/2020
Lynnet Skittrell;China;Male;85;922716155;Beja Airport;14/08/2020
Alexandros Blackly;Brazil;Female;48;529984488;Valenca Border;29/03/2020
Deloria Dunmuir;Vietnam;Male;78;349644612;Elvas Border;25/02/2021
Mildred Adamides;Vietnam;Female;79;468724417;Castro Marim Border;18/12/2020
Genovera Brunon;Portugal;Female;85;502977483;Castro Marim Border;11/01/2021
Wynn Scard;Hungary;Male;34;491758556;Valenca Border;22/01/2020
Esme Coucher;Thailand;Female;85;421047596;Faro Airport;22/05/2021
Olimpia Prestwich;Pakistan;Female;56;452716143;Faro Airport;04/01/2021
Jo-anne Caillou;Yemen;Female;36;764703805;Valenca Border;31/10/2020
Sofia Mealing;China;Female;33;700422096;Sa Carneiro Airport;01/02/2021
Giffer Dillingham;Ecuador;Male;38;918708410;Humberto Delgado Airport;26/02/2020
Romain Beynke;Sweden;Male;55;726308404;Elvas Border;10/06/2020
Tabbatha Bedingfield;Netherlands;Female;39;860491822;Humberto Delgado Airport;31/07/2020
Willa Nerney;Uganda;Male;81;185941451;Joao Paulo II Airport;13/04/2020
Holli Easeman;China;Male;71;310609744;Castro Marim Border;31/10/2020
Brenden Ballintime;Portugal;Male;41;165086365;Elvas Border;03/12/2020
Rabbi Lindenberg;Spain;Male;84;364866280;Joao Paulo II Airport;16/05/2020
Lotti Espino;Russia;Male;70;130074176;Cristiano Ronaldo Airport;03/12/2020
Rebeca Brumham;Senegal;Female;83;803282426;Braganca Airport;15/08/2020
Paige Tassell;China;Female;55;256085306;Cristiano Ronaldo Airport;03/03/2020
Trenton Thake;China;Male;23;874729741;Beja Airport;27/12/2020
Irena Bartholin;Finland;Male;56;250848406;Cristiano Ronaldo Airport;08/02/2020
Jeremy Clemot;Portugal;Male;71;225911912;Joao Paulo II Airport;04/01/2020
Emile Quirke;Philippines;Female;25;909490855;Beja Airport;20/03/2021
Davie Lamputt;China;Male;62;125103336;Elvas Border;20/09/2020
Stanly Reimer;China;Female;58;967361763;Sa Carneiro Airport;19/03/2020
Jase Pauel;Greece;Male;21;169236145;Castro Marim Border;05/05/2020
Myrtie Callander;China;Female;49;571361167;Sa Carneiro Airport;18/03/2021
Simone Doumerc;China;Female;58;459991589;Faro Airport;12/03/2021
Coreen Merit;Russia;Female;58;346618772;Castro Marim Border;03/03/2021
Dionysus Jzak;Brazil;Male;45;113888386;Joao Paulo II Airport;13/08/2020
Konstanze Kilbey;Madagascar;Female;36;367622150;Castro Marim Border;17/08/2020
Silvan Fitch;Croatia;Female;37;526684491;Castro Marim Border;10/02/2021
Marrilee Kroch;China;Male;42;560041652;Sa Carneiro Airport;09/05/2021
Henry Chainey;Netherlands;Male;23;633347042;Joao Paulo II Airport;16/02/2021
Latisha Astall;Philippines;Male;33;772139401;Joao Paulo II Airport;29/10/2020
Aili Clunie;Mauritius;Male;63;449404884;Beja Airport;26/03/2020
Balduin Sammons;Albania;Male;55;368445679;Cristiano Ronaldo Airport;17/03/2021
Kerk Duguid;Philippines;Female;73;530207773;Castro Marim Border;17/06/2020
Travus Klimkin;Russia;Male;32;669306589;Sa Carneiro Airport;04/07/2020
Simonette Emlin;Argentina;Female;59;818490707;Cristiano Ronaldo Airport;10/07/2020
Brett Laydon;France;Female;37;556107056;Joao Paulo II Airport;15/05/2021
Kylie Grenshields;Russia;Male;20;624566989;Elvas Border;27/12/2020
Eal Southon;Indonesia;Female;70;224160552;Valenca Border;28/03/2020
Paolina Stear;United States;Female;53;200102765;Valenca Border;05/11/2020
Almeda Wheowall;Isle of Man;Male;68;748281341;Sa Carneiro Airport;20/02/2021
Selina Odegaard;China;Female;63;864824483;Vilar Formoso Border;15/06/2020
Karrah Denisyuk;Guatemala;Female;78;609045738;Valenca Border;03/02/2021
Rivkah Groombridge;Indonesia;Female;74;426196939;Sa Carneiro Airport;01/12/2020
Tamera Arch;Philippines;Male;44;849604995;Beja Airport;30/04/2021
Neysa McNeish;China;Female;18;401152465;Cristiano Ronaldo Airport;18/06/2020
Lesly Wedderburn;Indonesia;Female;33;213529428;Elvas Border;10/01/2021
Eden Siggee;Indonesia;Female;77;993956706;Braganca Airport;07/07/2020
Julianne Crathern;Aland Islands;Female;31;324228589;Elvas Border;11/03/2020
Kristyn Galego;China;Female;43;776179829;Elvas Border;13/06/2020
Bambi Kebbell;Germany;Female;52;248472616;Sa Carneiro Airport;02/04/2020
Dayle Churches;Indonesia;Female;47;484147026;Valenca Border;09/03/2020
Dorotea Cowlishaw;Jordan;Male;84;473490215;Sa Carneiro Airport;18/07/2020
Keefer Cadden;China;Male;31;766736055;Valenca Border;01/09/2020
Obediah Maurice;Indonesia;Male;55;671393763;Cristiano Ronaldo Airport;27/04/2021
Kaitlyn McCulloch;Indonesia;Female;29;217459261;Sa Carneiro Airport;02/09/2020
Gizela Kennelly;Russia;Male;68;380942621;Beja Airport;30/04/2021
Skippy Layman;Nigeria;Female;73;695436998;Cristiano Ronaldo Airport;06/12/2020
Kimmie Bennie;Australia;Male;82;153354364;Vilar Formoso Border;28/08/2020
Tuckie Hallet;United States;Female;32;999477585;Braganca Airport;13/07/2020
Quintina Hiskey;Bolivia;Male;30;758541600;Vilar Formoso Border;11/01/2021
Juliana Van Leeuwen;Bangladesh;Male;67;231304742;Valenca Border;07/08/2020
Maudie Verson;China;Female;76;606520145;Sa Carneiro Airport;27/12/2020
Evey Soro;China;Female;48;356437501;Elvas Border;03/04/2020
Gil Higgoe;China;Male;27;568891793;Cristiano Ronaldo Airport;03/02/2020
Allsun Robison;Indonesia;Male;55;733959561;Faro Airport;11/07/2020
Aime Brouwer;United States;Male;46;322363805;Castro Marim Border;07/03/2021
Rafaelita Enderlein;Democratic Republic of the Congo;Female;57;358874668;Faro Airport;11/03/2021
Eddie Capin;China;Female;83;528734452;Sa Carneiro Airport;28/11/2020
Bondie Ellse;France;Female;55;839413696;Sa Carneiro Airport;19/04/2021
Linn Burns;Philippines;Female;82;905273802;Elvas Border;24/02/2020
Luella Allkins;New Zealand;Male;53;644674451;Beja Airport;03/08/2020
Cordell Pont;Russia;Male;70;651892421;Humberto Delgado Airport;28/07/2020
Barrie Prime;Philippines;Female;29;220428029;Elvas Border;05/10/2020
Kelila Rains;Russia;Female;82;810398908;Joao Paulo II Airport;15/08/2020
Wren Dadd;China;Female;31;534268571;Valenca Border;25/01/2021
Sonia Stollenbeck;Philippines;Female;50;868600448;Humberto Delgado Airport;26/01/2020
Gloriane Wearn;Russia;Female;68;978441094;Cristiano Ronaldo Airport;02/03/2021
Odetta Siely;Ecuador;Female;85;934119417;Vilar Formoso Border;15/06/2020
Durante Lafaye;Poland;Male;48;119711232;Cristiano Ronaldo Airport;23/04/2020
Pen Windows;China;Male;34;466795585;Humberto Delgado Airport;24/01/2021
Chere Blissitt;France;Female;22;618690366;Cristiano Ronaldo Airport;27/03/2021
Maiga Hurche;Russia;Female;52;997322823;Vilar Formoso Border;13/08/2020
Alistair Ellse;Peru;Male;80;509987494;Joao Paulo II Airport;19/09/2020
Nil Stanfield;France;Male;21;902498176;Castro Marim Border;18/05/2021
Brien Lowrance;Argentina;Female;78;919323117;Castro Marim Border;03/01/2020
Heath Bonniface;Guatemala;Female;40;480827305;Vilar Formoso Border;07/03/2020
Ethelind Sprason;Czech Republic;Male;58;544899845;Valenca Border;14/04/2020
Polly Clews;Mexico;Male;28;804101355;Elvas Border;14/02/2020
Danyelle Richmond;Mexico;Male;83;312191240;Humberto Delgado Airport;04/08/2020
Symon Scougall;China;Male;75;303865954;Humberto Delgado Airport;12/04/2020
Buck Skeggs;China;Male;35;158286361;Joao Paulo II Airport;13/08/2020
Cecelia Brawson;Russia;Female;73;397708742;Castro Marim Border;10/01/2021
Francklyn Ridges;China;Female;18;318099339;Faro Airport;23/02/2020
Delmore Featenby;Brazil;Male;33;187160433;Cristiano Ronaldo Airport;17/10/2020
Guthry O'Connel;Indonesia;Female;38;320187939;Cristiano Ronaldo Airport;08/05/2021
Ivy Francesch;Indonesia;Female;47;246461902;Braganca Airport;20/09/2020
Cynthea Methuen;France;Male;37;889250429;Elvas Border;28/04/2021
Carny Thurlbeck;Indonesia;Male;70;543386192;Sa Carneiro Airport;06/06/2020
Luella Conkay;Russia;Male;72;618220318;Braganca Airport;11/05/2021
Simonette Prandin;China;Male;72;395971011;Faro Airport;14/05/2020
Devlin Carefull;Indonesia;Female;23;921441981;Vilar Formoso Border;06/08/2020
Vergil MacIan;China;Female;57;945757195;Humberto Delgado Airport;13/01/2021
Erminia Fitzsimmons;Madagascar;Female;30;894269508;Braganca Airport;15/09/2020
Thomasine Houlworth;China;Female;39;785202732;Vilar Formoso Border;27/12/2020
Victor Broadberry;Bolivia;Male;78;197600258;Vilar Formoso Border;14/08/2020
Hill Simoneton;Indonesia;Male;36;813318345;Faro Airport;10/06/2020
Dotti Scay;Switzerland;Male;23;589688976;Castro Marim Border;26/05/2021
Alvina Dietsche;Azerbaijan;Female;55;315559624;Castro Marim Border;24/01/2021
Heall Bonn;Indonesia;Female;35;955813246;Cristiano Ronaldo Airport;14/04/2020
Dulcea Ralph;Russia;Female;27;672999336;Cristiano Ronaldo Airport;04/12/2020
Tammi Malt;Japan;Female;39;765297884;Faro Airport;09/09/2020
Alicea Frandsen;Poland;Female;75;545926634;Braganca Airport;25/11/2020
Shay Vannini;Nigeria;Male;50;301601316;Joao Paulo II Airport;06/07/2020
Olenka Weson;China;Female;23;893982196;Valenca Border;30/08/2020
Traci Esseby;Mexico;Male;79;467751469;Valenca Border;28/02/2021
Farah Fitzsymonds;China;Female;33;455672158;Elvas Border;23/04/2020
Pryce Liston;Russia;Female;57;175377414;Cristiano Ronaldo Airport;03/10/2020
Emmalynne Kensitt;Mexico;Male;25;201720371;Vilar Formoso Border;12/06/2020
Gypsy Britcher;United States;Female;53;347161293;Valenca Border;16/05/2020
Gusty Lumsdale;Ukraine;Female;42;325393693;Valenca Border;26/07/2020
Wynn Bertin;Philippines;Male;21;607782220;Cristiano Ronaldo Airport;29/01/2020
Lyle Ginity;China;Male;37;389271998;Faro Airport;25/02/2021
Betteanne Karpets;Croatia;Male;50;450469873;Humberto Delgado Airport;12/03/2021
Ronalda Panchen;China;Female;18;777032431;Braganca Airport;27/01/2020
Sybila Behnecken;Canada;Female;51;926864550;Joao Paulo II Airport;24/11/2020
Wake Perico;China;Male;21;501954122;Humberto Delgado Airport;21/04/2020
Ki Noddle;China;Female;22;482014098;Cristiano Ronaldo Airport;02/05/2021
Anjela Trobey;Poland;Female;40;574374668;Joao Paulo II Airport;22/09/2020
Nixie Rowthorn;Sweden;Male;35;304863782;Braganca Airport;24/03/2020
Leonidas Rispine;Tunisia;Male;45;947054905;Faro Airport;31/01/2020
Ebeneser Fairleigh;Tunisia;Female;21;189882715;Braganca Airport;10/04/2021
Bliss Presdie;United Kingdom;Female;49;797518734;Beja Airport;22/06/2020
Daria Elleyne;Indonesia;Male;78;158461744;Castro Marim Border;07/03/2021
Pennie Witheford;Canada;Female;38;942969170;Castro Marim Border;17/01/2020
Gabrielle Synnot;China;Male;69;513504058;Faro Airport;11/02/2020
Rayna Pagen;Croatia;Female;33;293767659;Joao Paulo II Airport;22/05/2021
Blair Ritchman;Colombia;Female;75;891582629;Vilar Formoso Border;22/11/2020
Florida Hrinchishin;China;Male;83;645967447;Valenca Border;04/07/2020
Neall Mohring;China;Male;64;310810390;Castro Marim Border;21/06/2020
Regina McIlriach;South Africa;Female;56;506223619;Humberto Delgado Airport;03/01/2021
Claribel Cantrill;Canada;Male;23;817165513;Castro Marim Border;13/04/2021
Tam Pymm;Brazil;Female;76;284382266;Castro Marim Border;26/05/2021
Dennison Meeland;Colombia;Male;25;433317385;Faro Airport;19/02/2020
Umberto Brouard;Japan;Female;73;407418063;Cristiano Ronaldo Airport;19/07/2020
Aland MacDonell;Azerbaijan;Male;77;273171678;Cristiano Ronaldo Airport;09/04/2021
Augustus Middlewick;Luxembourg;Male;27;584288773;Beja Airport;14/03/2021
Elbert Dinsell;China;Male;65;699733066;Beja Airport;04/02/2020
Janina Hubbert;Bosnia and Herzegovina;Female;43;159133910;Faro Airport;12/07/2020
Horacio Gai;Pakistan;Female;55;985130256;Sa Carneiro Airport;22/01/2021
Evaleen Dwire;Indonesia;Male;73;413370887;Beja Airport;19/01/2020
Darline Dibble;El Salvador;Female;80;468051988;Braganca Airport;24/08/2020
Meredithe Towle;France;Male;30;734780157;Humberto Delgado Airport;30/06/2020
Petronella Armit;Indonesia;Female;69;650509330;Valenca Border;05/09/2020
Huberto Stratley;Uganda;Male;38;414401685;Sa Carneiro Airport;05/09/2020
Stephana Peppard;Vietnam;Female;45;628874025;Joao Paulo II Airport;20/02/2020
Clem Haggerwood;China;Female;45;218152071;Castro Marim Border;07/10/2020
Carlene Welband;Pakistan;Male;55;569205631;Cristiano Ronaldo Airport;05/12/2020
Robinette Drinkel;Indonesia;Male;68;665008861;Sa Carneiro Airport;18/05/2021
Tyrus Brown;Vietnam;Female;42;321479765;Humberto Delgado Airport;18/04/2020
Desiree Doggett;Russia;Female;58;675575516;Vilar Formoso Border;17/09/2020
Conny Coveny;Russia;Female;51;344837219;Valenca Border;01/04/2021
Betsey Flewin;China;Female;52;575311200;Vilar Formoso Border;25/03/2020
Analise Arsey;China;Male;34;536323762;Castro Marim Border;29/03/2021
Milissent Plait;China;Female;81;994770822;Elvas Border;09/11/2020
Birgitta Royl;China;Male;53;210339873;Beja Airport;18/08/2020
Arden Eim;Zimbabwe;Male;65;763132128;Sa Carneiro Airport;31/01/2021
Consolata Chowne;Philippines;Female;69;763964072;Elvas Border;30/03/2021
Enid Trivett;China;Male;48;285679187;Sa Carneiro Airport;21/01/2020
Rosina Grimestone;Argentina;Female;50;110034078;Elvas Border;13/01/2021
Harlene Derr;China;Female;48;489110358;Cristiano Ronaldo Airport;04/10/2020
Barr Ramage;Indonesia;Female;49;656924192;Beja Airport;24/10/2020
Helga Ede;Slovenia;Female;34;508627632;Vilar Formoso Border;02/04/2020
Melitta Goodinson;Croatia;Female;59;674162540;Sa Carneiro Airport;13/04/2021
Valentia Donnison;United States;Male;64;830673834;Valenca Border;11/10/2020
Benedikta Stark;China;Male;77;308905310;Castro Marim Border;06/06/2020
Barron Whitton;Argentina;Male;32;379881793;Vilar Formoso Border;19/06/2020
Averyl Hargreaves;Guadeloupe;Female;39;388823560;Vilar Formoso Border;28/01/2021
Brooks Dines;China;Female;63;730177778;Braganca Airport;26/06/2020
Shelden Tivnan;South Africa;Female;50;909535032;Braganca Airport;10/12/2020
Alli Bouskill;South Korea;Female;77;270454475;Humberto Delgado Airport;25/12/2020
Luke Walework;China;Female;54;339310123;Elvas Border;07/05/2020
Hephzibah Aronow;Latvia;Male;33;583428923;Sa Carneiro Airport;06/05/2020
Melony Chazette;Philippines;Male;64;487185350;Beja Airport;30/04/2020
Barron Woodburn;Philippines;Female;26;287628811;Castro Marim Border;22/09/2020
Felice Jorez;Brazil;Female;56;789355511;Beja Airport;02/12/2020
Merralee Shakshaft;Argentina;Male;52;535889730;Joao Paulo II Airport;01/08/2020
Averell Rutherfoord;Poland;Male;27;971912134;Faro Airport;14/01/2021
Finn Conradie;Russia;Female;82;493860153;Cristiano Ronaldo Airport;04/08/2020
Sissy Minico;China;Female;82;768364226;Joao Paulo II Airport;08/02/2020
Raychel Sondon;China;Male;76;311402746;Elvas Border;12/06/2020
Filip Maevela;China;Male;28;698858813;Sa Carneiro Airport;16/02/2020
Chandler Oller;France;Male;39;903859775;Joao Paulo II Airport;06/11/2020
Nadia Isselee;Palestinian Territory;Male;64;439404683;Vilar Formoso Border;19/03/2020
Susie Andrat;Indonesia;Male;56;717044645;Vilar Formoso Border;06/02/2020
Ravid Newbigging;Japan;Male;73;905877998;Valenca Border;22/02/2020
Brockie Tyrie;Spain;Female;71;980447471;Valenca Border;05/06/2020
Joannes Norwell;China;Female;69;873024867;Elvas Border;26/04/2021
Peterus Godlip;China;Male;65;896311599;Sa Carneiro Airport;25/11/2020
Ilyssa Rozenbaum;Indonesia;Male;31;238749902;Sa Carneiro Airport;03/03/2020
Cordy Halesworth;Indonesia;Female;76;930748506;Elvas Border;14/04/2021
Hyacinth Bultitude;France;Male;72;459710846;Humberto Delgado Airport;09/01/2020
Aharon Carnilian;Portugal;Male;83;642251883;Sa Carneiro Airport;23/07/2020
Cristina McKeady;China;Female;61;468536014;Vilar Formoso Border;12/02/2020
Stephan Inkin;France;Male;52;847010650;Faro Airport;18/02/2021
Beniamino Caws;Poland;Female;30;736982866;Elvas Border;03/10/2020
Jessi Brooke;Tanzania;Female;39;241290578;Cristiano Ronaldo Airport;10/07/2020
Ewart Franzetti;Poland;Female;74;305995046;Joao Paulo II Airport;14/02/2020
Fred Greensite;Portugal;Female;72;487590541;Joao Paulo II Airport;03/04/2021
Robyn Brahan;China;Female;55;641383087;Cristiano Ronaldo Airport;28/04/2021
Bond Vincent;Portugal;Female;78;269470277;Sa Carneiro Airport;10/07/2020
Maureen Tinsey;China;Female;27;443908278;Castro Marim Border;05/01/2020
Prentiss Mixworthy;Mongolia;Female;31;135429384;Castro Marim Border;10/05/2021
Lurleen Angel;Colombia;Female;59;540078662;Sa Carneiro Airport;24/04/2021
Tobit Plane;Benin;Female;80;614307996;Vilar Formoso Border;28/02/2021
Abba Primrose;Canada;Male;48;359077505;Sa Carneiro Airport;27/03/2020
Daryl Martijn;Latvia;Male;73;106605989;Vilar Formoso Border;04/03/2020
Hubey Scotchmer;Tanzania;Male;29;945901803;Valenca Border;11/04/2021
Shirlee Worsom;Palestinian Territory;Male;34;995753497;Castro Marim Border;26/06/2020
Martino Lavalle;Slovenia;Male;77;923384884;Cristiano Ronaldo Airport;10/04/2021
Gordy Erik;Philippines;Female;53;417382077;Beja Airport;14/02/2020
Bink Grubb;China;Female;64;554944730;Beja Airport;29/04/2021
Hilary Billows;Norway;Male;68;491122162;Faro Airport;09/10/2020
Pascale Toulmin;Canada;Male;79;680260818;Humberto Delgado Airport;01/01/2020
Delcina Packwood;Norway;Male;33;233240929;Braganca Airport;26/08/2020
Ruthie Horstead;Netherlands;Female;26;774003038;Faro Airport;02/10/2020
Dorey Dadge;Portugal;Male;18;205794011;Sa Carneiro Airport;01/03/2021
Angeline Birkmyr;Lithuania;Male;22;545018495;Faro Airport;26/02/2020
Noel Bagenal;Philippines;Male;59;473974949;Joao Paulo II Airport;18/10/2020
Ermina Mowsdill;Sweden;Male;44;750702736;Elvas Border;14/07/2020
Faydra Fortnam;Brazil;Female;68;963094977;Valenca Border;07/11/2020
Alisander Roche;Ukraine;Male;79;751736660;Sa Carneiro Airport;06/10/2020
Dacie Tarzey;Japan;Male;33;258354687;Beja Airport;16/05/2020
Addie Fucher;Portugal;Female;21;894070162;Castro Marim Border;24/02/2020
Javier Gerleit;Russia;Male;35;388850091;Humberto Delgado Airport;01/03/2021
Lyon Tommasi;France;Male;22;739830642;Cristiano Ronaldo Airport;20/01/2020
Liuka Dagon;Spain;Female;40;411983468;Castro Marim Border;03/02/2020
Paige Erskine Sandys;Kenya;Female;49;130042717;Cristiano Ronaldo Airport;26/11/2020
Sergio McCorkindale;Indonesia;Male;39;400034584;Joao Paulo II Airport;28/07/2020
Gigi Chessell;Ukraine;Male;30;163577206;Castro Marim Border;26/02/2020
Geneva Walkling;Sweden;Male;21;613602631;Valenca Border;19/11/2020
Annalise Cattanach;Togo;Female;49;864399928;Cristiano Ronaldo Airport;28/08/2020
Barbi Boyes;Portugal;Female;48;683510877;Elvas Border;14/03/2021
Zacharie Fritschel;China;Male;34;299696183;Braganca Airport;12/05/2020
Nataniel Kryszkiecicz;China;Male;28;538045577;Valenca Border;19/04/2021
Leanora Arkcoll;China;Female;27;610562867;Humberto Delgado Airport;10/09/2020
Antone Dann;China;Female;61;368487778;Vilar Formoso Border;13/02/2020
Rozina Astle;Colombia;Male;70;739568722;Faro Airport;19/07/2020
Ellerey Stanway;Indonesia;Male;42;639330146;Faro Airport;10/03/2021
Jone Dobell;China;Female;77;961649726;Braganca Airport;25/02/2021
Noelle Grabbam;El Salvador;Male;57;279678983;Braganca Airport;05/12/2020
Maxie Medlin;Poland;Female;40;725294147;Humberto Delgado Airport;03/11/2020
Claiborne Kuhnert;China;Female;66;560738670;Faro Airport;31/01/2021
Tito Bear;Indonesia;Female;34;147769942;Braganca Airport;12/01/2020
Marshal Martland;France;Female;70;675273938;Valenca Border;22/03/2021
Gibby Flood;Sweden;Female;46;351876221;Castro Marim Border;07/08/2020
Zitella Whiskin;China;Female;77;241934773;Castro Marim Border;17/04/2020
Alfonso Besse;China;Female;40;224142396;Joao Paulo II Airport;12/07/2020
Glynn Bullion;Portugal;Female;41;450402796;Castro Marim Border;23/05/2021
Faythe Bowcock;Portugal;Female;62;552701043;Castro Marim Border;24/03/2021
Kathi Counter;Greece;Female;76;103607563;Braganca Airport;01/02/2020
Yolanthe Kennea;Madagascar;Male;83;933612224;Cristiano Ronaldo Airport;21/04/2020
Kaine De Ferraris;Egypt;Female;49;705854058;Valenca Border;22/02/2021
Wright Lingard;Venezuela;Male;66;549937203;Castro Marim Border;27/11/2020
Carce Thirlaway;China;Male;62;601803744;Cristiano Ronaldo Airport;21/10/2020
Alphonse Glasbey;Russia;Male;51;820729049;Castro Marim Border;04/11/2020
Anastasie Lambole;China;Female;58;414856142;Joao Paulo II Airport;14/01/2021
Phylis Mattinson;China;Male;38;313816210;Castro Marim Border;07/05/2020
Kissie Fautly;Egypt;Male;78;470252138;Cristiano Ronaldo Airport;26/10/2020
Anton Reubens;Belarus;Female;48;224360915;Faro Airport;11/09/2020
Krystalle Manoch;France;Male;18;976317826;Beja Airport;27/01/2021
Kin Eschalotte;Colombia;Male;31;506214723;Joao Paulo II Airport;25/02/2021
Lizzie Giorgini;Brazil;Female;83;146629882;Beja Airport;19/02/2021
Konstanze Dowker;Egypt;Female;80;867492667;Castro Marim Border;15/11/2020
Cybil Nevison;Indonesia;Female;19;517605147;Beja Airport;19/02/2020
Judith Iacofo;China;Female;78;398361714;Sa Carneiro Airport;18/03/2020
Lem Melior;Brazil;Female;24;569734762;Joao Paulo II Airport;11/04/2021
Adah Guttridge;Indonesia;Male;78;646549259;Elvas Border;19/06/2020
Aeriell Platts;Indonesia;Male;71;896321394;Joao Paulo II Airport;13/01/2020
Sara Porker;Ethiopia;Female;77;314177307;Braganca Airport;01/12/2020
Sula McKinnell;Thailand;Male;67;478626002;Faro Airport;03/02/2020
