Name;Nationality;Gender;Age;Passport ID;Entry Location;Date of entry
Eden Oneal;Thailand;Female;82;282528155;Cristiano Ronaldo Airport;28/11/2020
Pamelina Peperell;Finland;Female;81;993618712;Vilar Formoso Border;18/03/2020
Donella Dmtrovic;Syria;Male;50;237997681;Joao Paulo II Airport;08/05/2020
Julianne Ethelston;Canada;Male;62;163750743;Elvas Border;13/02/2021
Koenraad Charnley;France;Female;70;163081863;Cristiano Ronaldo Airport;22/08/2020
Kinna Deeves;Philippines;Female;27;820707099;Beja Airport;06/01/2021
Inglis Brandon;Russia;Female;78;861779602;Sa Carneiro Airport;27/04/2020
Miran Ridgedell;Philippines;Male;32;887095684;Cristiano Ronaldo Airport;01/01/2020
Coralyn Davenell;Nicaragua;Female;44;498294275;Castro Marim Border;01/04/2020
Bonnie Schaumann;United States;Male;72;958238080;Beja Airport;10/12/2020
Paxon Deaville;Japan;Male;54;510705509;Joao Paulo II Airport;26/04/2020
Rubetta Janacek;Japan;Male;56;737172358;Elvas Border;20/01/2021
Steffane Kenway;Benin;Male;59;594094868;Humberto Delgado Airport;07/11/2020
Brad Simonelli;Indonesia;Male;85;211487095;Sa Carneiro Airport;03/03/2021
Ora Riggoll;Russia;Male;29;782714532;Beja Airport;09/08/2020
Helaine Kopps;Russia;Male;51;349612763;Joao Paulo II Airport;13/03/2021
Yuri Handlin;Poland;Female;62;802190435;Braganca Airport;20/12/2020
Deedee Danelet;China;Male;24;770864339;Braganca Airport;12/04/2021
Staford Tattersill;Philippines;Female;23;360435149;Valenca Border;26/02/2020
Taryn Kernocke;China;Female;18;873571056;Vilar Formoso Border;17/04/2020
Linus Brecher;Montenegro;Male;50;567329561;Vilar Formoso Border;28/09/2020
Ivan Sanz;Czech Republic;Female;52;192239981;Faro Airport;24/01/2020
Brock Blenkinship;China;Female;29;179653472;Sa Carneiro Airport;25/12/2020
Berthe Kirman;Nigeria;Male;52;882251499;Valenca Border;29/12/2020
Carin Banting;Japan;Female;23;939603553;Cristiano Ronaldo Airport;15/03/2020
Darren Mum;Indonesia;Female;82;482448728;Humberto Delgado Airport;21/02/2021
Forbes Tebald;China;Female;19;916967469;Sa Carneiro Airport;12/04/2020
Daffi Blacklawe;Japan;Male;20;184132439;Braganca Airport;11/01/2020
Dorthy Uren;Swaziland;Female;52;271276980;Sa Carneiro Airport;10/07/2020
Lira Pennyman;Sri Lanka;Female;54;853021404;Elvas Border;09/07/2020
Gram Crossingham;France;Male;23;821407330;Joao Paulo II Airport;24/12/2020
Michell Besque;China;Female;36;103942832;Beja Airport;24/02/2021
Gearard Redier;Croatia;Female;78;509564646;Braganca Airport;30/09/2020
Skipp Goldsworthy;Japan;Female;52;797003551;Joao Paulo II Airport;22/04/2020
Haily Hollyer;Philippines;Female;34;363600369;Joao Paulo II Airport;13/01/2021
Henrieta Gatling;Peru;Female;18;680804036;Braganca Airport;11/01/2020
Ellis Cousins;Azerbaijan;Female;75;602273794;Vilar Formoso Border;12/07/2020
Nissa Flori;China;Female;75;855780063;Beja Airport;06/04/2020
Haleigh Heinke;Philippines;Female;44;814010918;Sa Carneiro Airport;21/01/2020
Adora Jakaway;South Africa;Female;74;829635656;Joao Paulo II Airport;25/01/2021
Morganica FitzAlan;China;Male;82;168500011;Castro Marim Border;10/02/2021
Joyous Hayward;United States;Female;46;236229017;Humberto Delgado Airport;19/02/2021
Celka Tremblett;Nigeria;Male;31;892280125;Beja Airport;15/07/2020
Sabrina McGinty;Peru;Female;45;288772541;Beja Airport;15/11/2020
Sheffield Legerton;Indonesia;Female;35;453133381;Vilar Formoso Border;09/09/2020
Tucky Holbarrow;Tunisia;Male;56;616085907;Elvas Border;10/01/2021
Dulce Yeats;Guatemala;Female;65;667242230;Braganca Airport;13/04/2021
Bea Russell;China;Female;50;877844764;Humberto Delgado Airport;16/05/2020
Percival Tourner;China;Female;52;258775790;Beja Airport;23/11/2020
Xymenes Isbell;Indonesia;Male;52;882919546;Braganca Airport;12/03/2021
Eliza Hemms;Greece;Female;29;400524522;Humberto Delgado Airport;08/11/2020
Bud O'Dowling;Indonesia;Female;46;989242189;Faro Airport;20/06/2020
Marten Goreisr;Luxembourg;Female;85;982019064;Vilar Formoso Border;21/11/2020
Prinz Victor;China;Male;19;978296268;Vilar Formoso Border;24/09/2020
Blakelee Bird;Jordan;Male;42;849615953;Sa Carneiro Airport;28/02/2021
Jaymee Fells;Indonesia;Female;40;219036434;Castro Marim Border;25/02/2021
Zilvia Reaman;Russia;Male;47;291553910;Sa Carneiro Airport;12/09/2020
Sorcha Geeraert;Barbados;Male;82;403554378;Cristiano Ronaldo Airport;13/02/2021
Sara Doeg;China;Male;65;585992297;Humberto Delgado Airport;19/11/2020
Minni Jailler;Thailand;Female;65;122438517;Joao Paulo II Airport;11/12/2020
Hoyt Darington;Indonesia;Female;53;772421609;Braganca Airport;29/01/2021
Sibley Goublier;United States;Male;46;232233032;Elvas Border;01/02/2020
Ellery Sugars;Yemen;Female;25;267221618;Faro Airport;28/01/2021
Baxie Lanchberry;Indonesia;Male;42;664358961;Sa Carneiro Airport;06/10/2020
Glen Gason;Russia;Male;61;636613001;Vilar Formoso Border;13/10/2020
Idette Belton;Poland;Female;60;409684778;Valenca Border;28/03/2021
Osmund aManger;Portugal;Male;29;698325299;Beja Airport;23/12/2020
Myrwyn Hitscher;Japan;Male;34;149149833;Vilar Formoso Border;03/04/2021
Kellby Winney;Portugal;Male;58;542171111;Humberto Delgado Airport;04/03/2021
Filide Brien;Spain;Female;19;398131268;Valenca Border;09/05/2020
Coretta Fortnon;Germany;Male;40;754150228;Beja Airport;27/06/2020
Bobbye Nel;Brazil;Male;74;600321451;Valenca Border;25/08/2020
Jessalyn Shortland;Sweden;Female;81;355919823;Humberto Delgado Airport;13/02/2021
Bobby Tomicki;Peru;Female;63;777428675;Valenca Border;24/03/2021
Jessamyn Patters;Philippines;Male;70;433003697;Beja Airport;03/09/2020
Eugene Duhig;South Africa;Female;46;578880751;Joao Paulo II Airport;22/03/2021
Dinah Lisle;China;Female;29;781363320;Cristiano Ronaldo Airport;08/04/2020
Neille Greensall;Thailand;Female;66;874965324;Valenca Border;04/01/2021
Rosco Stainland;Namibia;Female;68;664891978;Braganca Airport;02/04/2021
Falkner Hopfer;Sweden;Female;73;653528228;Braganca Airport;23/04/2021
Jacinda Escalante;El Salvador;Female;50;645262468;Elvas Border;22/01/2020
Cecil Leathes;China;Male;35;855824974;Joao Paulo II Airport;05/04/2020
Eldredge Tyrer;Colombia;Male;81;774010062;Castro Marim Border;28/12/2020
Shea Laurand;China;Female;36;164712438;Faro Airport;08/11/2020
Georgine Routley;Brazil;Male;30;554116407;Beja Airport;27/10/2020
Hadley Goodier;Indonesia;Male;75;523256295;Sa Carneiro Airport;26/04/2021
Riobard Davis;Indonesia;Female;47;213089781;Vilar Formoso Border;25/04/2020
Danna Esley;Indonesia;Female;31;495560071;Faro Airport;22/05/2020
Rosalind Sokale;Indonesia;Male;27;540690166;Elvas Border;08/01/2020
Phineas Edworthie;Philippines;Male;72;302753668;Vilar Formoso Border;08/02/2020
Lenee Lovelace;Dominican Republic;Female;76;288387496;Humberto Delgado Airport;12/07/2020
Kingsly Hankin;China;Female;60;888971630;Beja Airport;25/09/2020
Maire Haggarty;Indonesia;Male;65;157567607;Joao Paulo II Airport;13/03/2020
Craggie Tatford;China;Male;39;416673284;Vilar Formoso Border;02/08/2020
Alyda Ferrers;China;Male;24;651227520;Joao Paulo II Airport;16/05/2020
Jazmin Spreadbury;Indonesia;Male;26;377622126;Beja Airport;01/05/2021
Kris Gauson;China;Female;70;192493494;Elvas Border;20/01/2021
Vonni Kilfeather;Argentina;Female;82;402542349;Faro Airport;30/04/2021
Hector Egdale;Greece;Female;41;145072832;Vilar Formoso Border;30/03/2020
Kare Wenham;Russia;Male;48;495289396;Elvas Border;15/03/2021
Karen Swin;Argentina;Female;42;984723764;Beja Airport;18/05/2020
Roddie Miroy;China;Male;35;745831676;Braganca Airport;16/12/2020
Finley Milburn;Brazil;Female;67;365679450;Faro Airport;17/05/2021
Audi de Villier;Malawi;Male;24;480457978;Valenca Border;30/05/2020
Rockey Ximenez;Indonesia;Male;57;481336147;Cristiano Ronaldo Airport;27/06/2020
Fredi Adacot;Philippines;Male;35;892197211;Castro Marim Border;19/09/2020
Dav Fagg;Poland;Female;37;147913420;Faro Airport;05/01/2021
Hazlett Saipy;Russia;Female;76;989872045;Castro Marim Border;04/08/2020
Daffy Mc Gee;China;Female;72;492227270;Vilar Formoso Border;08/02/2021
Marcos Brazenor;Peru;Male;51;703786574;Braganca Airport;29/03/2020
Mahalia Lighton;Canada;Female;39;595368760;Humberto Delgado Airport;28/05/2020
Chloris Dalgardno;China;Male;23;157426942;Braganca Airport;28/01/2020
Clair Vakhlov;Croatia;Female;45;196455956;Beja Airport;28/02/2020
Sonnie Farrens;China;Female;53;550247340;Sa Carneiro Airport;23/01/2021
Gianni Joskowitz;Italy;Male;27;378393275;Castro Marim Border;11/04/2021
Marve Pennigar;Palestinian Territory;Female;76;467982010;Elvas Border;02/03/2021
Enoch Tandey;Russia;Male;19;809784301;Elvas Border;09/01/2021
Giorgio Whaites;Indonesia;Male;74;590346436;Beja Airport;22/04/2020
Margo Dorton;Cuba;Female;85;980095363;Valenca Border;13/05/2020
Philippa McGrah;Chile;Female;74;571801896;Elvas Border;27/01/2021
Tanhya Fassmann;Brazil;Female;75;722280302;Joao Paulo II Airport;23/08/2020
Agace Costigan;Indonesia;Male;44;418901987;Vilar Formoso Border;05/05/2021
Angie Fere;Botswana;Male;72;658294132;Valenca Border;29/04/2021
Esta Trenholme;China;Female;41;923449343;Sa Carneiro Airport;12/08/2020
Humberto Hadrill;Czech Republic;Female;83;508401493;Elvas Border;04/01/2020
Marietta Jiranek;Sweden;Female;71;731648003;Humberto Delgado Airport;30/10/2020
Paulo Goncalo;Indonesia;Female;47;774330915;Vilar Formoso Border;15/11/2020
Stacee Visco;Armenia;Male;69;974575826;Sa Carneiro Airport;24/08/2020
Gregorio Chauvey;China;Male;24;522085223;Faro Airport;22/10/2020
Konstantine Engall;Portugal;Male;29;408612865;Valenca Border;14/08/2020
Rowan Maypole;Colombia;Female;48;387764874;Faro Airport;30/03/2020
Angelique enzley;Czech Republic;Male;23;935253229;Humberto Delgado Airport;12/05/2020
Breanne Mosco;Peru;Male;78;665169781;Braganca Airport;13/02/2021
Kym Dryburgh;Russia;Female;49;235834929;Humberto Delgado Airport;29/09/2020
Madge Chamley;China;Male;29;299521238;Faro Airport;14/05/2021
Aland Francescozzi;Indonesia;Female;67;316750918;Sa Carneiro Airport;29/02/2020
Basia Brito;Colombia;Male;24;793687542;Elvas Border;14/03/2021
Clerkclaude Calven;Vietnam;Female;39;227829002;Castro Marim Border;22/12/2020
Wadsworth Thickens;Croatia;Female;39;646797991;Braganca Airport;05/03/2021
Nikaniki Duncanson;China;Male;36;798176021;Valenca Border;08/04/2021
Tristam Persich;Mexico;Male;65;909731390;Braganca Airport;26/01/2020
Aile Adds;Costa Rica;Male;81;727417804;Faro Airport;07/05/2021
Hardy Grutchfield;Slovenia;Female;50;363111667;Faro Airport;17/03/2020
Norina Lukas;China;Male;68;783396970;Joao Paulo II Airport;02/09/2020
Lonny Blissitt;China;Male;43;667779817;Valenca Border;30/03/2020
Oswald Merriday;Panama;Female;57;717033358;Faro Airport;15/07/2020
Glen Mingaye;China;Female;41;293922125;Valenca Border;12/10/2020
Pall Cubin;Ukraine;Female;84;442755045;Cristiano Ronaldo Airport;31/12/2020
Cris Swanbourne;Indonesia;Male;72;664090898;Braganca Airport;12/02/2020
Phoebe Ivasechko;China;Female;55;731385777;Humberto Delgado Airport;06/03/2021
Bogart Srutton;Peru;Female;38;535463675;Humberto Delgado Airport;23/04/2020
Germana Wooster;China;Male;23;592411137;Valenca Border;28/10/2020
Trudi Nortcliffe;Russia;Male;42;351234004;Elvas Border;29/03/2021
Dicky Henriques;China;Male;39;100686787;Sa Carneiro Airport;23/04/2021
Garrik Semmence;Kuwait;Male;81;317289672;Vilar Formoso Border;21/01/2020
Lavena Keenan;Argentina;Male;59;572495870;Humberto Delgado Airport;06/07/2020
Lila Tompion;Philippines;Male;50;499399336;Castro Marim Border;23/06/2020
Danice Woodfield;Tanzania;Female;21;686631308;Joao Paulo II Airport;06/04/2021
Carr Ortler;Russia;Female;82;442294355;Humberto Delgado Airport;22/08/2020
Mile Hathorn;Ukraine;Female;47;302004910;Braganca Airport;20/12/2020
Shell Fumagallo;Azerbaijan;Female;53;221329562;Valenca Border;03/02/2021
Bowie Paddefield;Indonesia;Female;50;675287852;Humberto Delgado Airport;04/01/2021
Simone Ruskin;Indonesia;Male;31;619079898;Vilar Formoso Border;08/04/2021
Chet Scrowby;China;Female;68;966124897;Beja Airport;12/04/2021
Ileane Petrillo;Mongolia;Male;58;446083005;Vilar Formoso Border;08/01/2020
Osmund Arni;Brazil;Female;57;953182532;Elvas Border;15/01/2021
Orelia Coldbath;Greece;Female;67;625850305;Sa Carneiro Airport;11/05/2021
Natale McGrory;Sweden;Male;72;113455551;Vilar Formoso Border;09/01/2021
Merrick Josipovitz;Sweden;Female;80;535371538;Beja Airport;15/06/2020
Valery Jaray;Russia;Female;44;400442619;Faro Airport;29/02/2020
Temple Gluyus;Malta;Male;33;513470906;Beja Airport;07/01/2021
Demetri Reeson;Burkina Faso;Male;53;179315656;Faro Airport;30/10/2020
Idette Draycott;South Korea;Male;69;669869223;Sa Carneiro Airport;15/03/2021
Dare Dennison;Indonesia;Female;75;773039760;Castro Marim Border;10/07/2020
Sybilla Eade;Iran;Male;53;382173404;Sa Carneiro Airport;07/05/2020
Chantal Gyurkovics;China;Female;65;313181633;Humberto Delgado Airport;21/04/2020
Biddie Thirlaway;Poland;Female;18;975520259;Humberto Delgado Airport;04/09/2020
Lauri Crosson;Ukraine;Male;42;588585263;Sa Carneiro Airport;27/03/2021
Tulley Ruecastle;Iran;Male;60;338682921;Vilar Formoso Border;30/01/2021
Roch Dupoy;Russia;Female;62;907201663;Beja Airport;29/01/2020
Dottie Rosle;Indonesia;Female;57;568715937;Cristiano Ronaldo Airport;09/08/2020
Charla Seger;China;Male;53;230483688;Castro Marim Border;11/04/2020
Filberte Shanks;Russia;Male;20;128315610;Faro Airport;05/02/2020
Honor Chimenti;Indonesia;Male;51;299333719;Braganca Airport;27/02/2021
Berti Rembaud;Indonesia;Female;56;641529097;Vilar Formoso Border;12/06/2020
Sigfried Maplestone;China;Female;42;703871545;Sa Carneiro Airport;28/07/2020
Bernhard Firbank;Chile;Female;57;818604756;Humberto Delgado Airport;16/04/2021
Mavis Rolland;Colombia;Female;47;101105551;Vilar Formoso Border;13/02/2021
Kitty Tregiddo;New Zealand;Male;31;145096048;Castro Marim Border;21/09/2020
Lucinda Jindacek;France;Male;48;207884210;Joao Paulo II Airport;17/11/2020
Caresse Bowley;Indonesia;Male;32;927423409;Joao Paulo II Airport;09/12/2020
Melba Seakings;China;Male;80;997120867;Humberto Delgado Airport;06/01/2020
Kippy Merrell;China;Female;18;184924050;Joao Paulo II Airport;03/07/2020
Ada aManger;Poland;Female;64;757731373;Humberto Delgado Airport;27/02/2020
Chrotoem McNae;Mongolia;Female;30;338021956;Castro Marim Border;26/03/2020
Morry Crowth;Croatia;Female;20;158615283;Valenca Border;25/10/2020
Pavel Wannan;Mexico;Female;70;185994334;Humberto Delgado Airport;09/04/2020
Lotty Knappitt;Syria;Male;40;662999234;Castro Marim Border;12/04/2020
Teri Guidelli;Argentina;Male;62;199336132;Castro Marim Border;15/08/2020
Clarisse Serchwell;China;Male;18;263350910;Sa Carneiro Airport;17/10/2020
Bernhard Reisenberg;Portugal;Male;63;405814763;Beja Airport;07/08/2020
Leah Franschini;Ghana;Male;46;469638686;Joao Paulo II Airport;19/05/2020
Wildon Kinleyside;China;Female;43;411189611;Vilar Formoso Border;26/07/2020
Gerry Cuardall;France;Female;21;417484342;Faro Airport;16/01/2021
Linnet Willshire;Argentina;Female;55;207605875;Braganca Airport;27/02/2021
Currie Oxshott;Brazil;Male;41;607594393;Sa Carneiro Airport;29/06/2020
Corinne Vecard;China;Male;24;678011676;Braganca Airport;22/06/2020
Regina Wimbridge;Japan;Female;69;176579745;Castro Marim Border;22/10/2020
Mickie Lanyon;Philippines;Female;38;837509425;Valenca Border;23/05/2021
Trenna Kornes;Indonesia;Male;81;355731004;Braganca Airport;18/05/2021
Amitie Rambadt;Croatia;Female;84;510322174;Castro Marim Border;13/03/2020
Mallissa Ughetti;China;Male;57;190350491;Cristiano Ronaldo Airport;01/07/2020
Kris MacNeish;Sweden;Female;73;206285859;Castro Marim Border;12/11/2020
Alaine Moden;China;Female;44;190245442;Beja Airport;16/04/2021
Tana Quinell;Portugal;Male;77;603001380;Faro Airport;25/02/2020
Julietta Sherwell;Tunisia;Female;83;732528965;Vilar Formoso Border;07/10/2020
Matthaeus Lysons;Russia;Female;32;872361457;Elvas Border;10/04/2021
Henrik Blaymires;South Africa;Male;64;423045745;Elvas Border;02/05/2021
Haleigh Mosedale;China;Male;83;218572848;Humberto Delgado Airport;14/05/2020
Vivian Gladstone;Serbia;Female;59;617650605;Castro Marim Border;13/11/2020
Dirk Maslen;China;Male;25;631796863;Braganca Airport;02/09/2020
Hillard Bellerby;Serbia;Male;63;236019023;Beja Airport;09/08/2020
Garek Raffles;Philippines;Female;42;954595230;Cristiano Ronaldo Airport;17/03/2020
Bryna Connah;Indonesia;Female;35;661858894;Joao Paulo II Airport;19/12/2020
Anthony Waryk;Mexico;Male;49;100106359;Joao Paulo II Airport;10/02/2020
Deloria Terron;Poland;Female;79;925605893;Joao Paulo II Airport;07/01/2020
Ollie MacGall;Greece;Male;79;866175335;Joao Paulo II Airport;10/09/2020
Chet Menico;South Africa;Male;73;437245418;Vilar Formoso Border;11/04/2021
Bess Amiable;Paraguay;Female;82;623448506;Vilar Formoso Border;12/04/2021
Tedi Kepp;China;Male;49;151149961;Beja Airport;03/12/2020
Quintin Gawthrope;Indonesia;Male;70;477732885;Joao Paulo II Airport;18/02/2021
Ariella Giacopello;Ukraine;Female;35;774399641;Braganca Airport;26/09/2020
Ingram Conachie;China;Male;21;966551288;Braganca Airport;30/04/2020
Kaitlyn Smallpiece;Poland;Female;82;380839723;Vilar Formoso Border;08/03/2020
Zabrina Tongs;Trinidad and Tobago;Female;23;529280691;Beja Airport;21/06/2020
Octavius Preshaw;Poland;Male;83;836656852;Braganca Airport;01/02/2021
Lezlie Deverose;Italy;Female;82;647073208;Cristiano Ronaldo Airport;13/02/2020
Reba Wimpenny;Pakistan;Female;26;741097786;Elvas Border;07/07/2020
Joannes Feechum;Czech Republic;Female;27;737485814;Castro Marim Border;05/04/2020
Malia Pattle;Russia;Female;25;363774028;Cristiano Ronaldo Airport;24/05/2020
Elbertina Archbell;France;Female;72;931851985;Castro Marim Border;03/02/2021
Danna Haggata;China;Male;62;820366709;Valenca Border;06/01/2021
Rosene Hawford;Argentina;Female;35;167030386;Joao Paulo II Airport;14/03/2020
Ernestus Poter;Chile;Male;78;423928772;Humberto Delgado Airport;17/04/2021
Jordon Floris;Ukraine;Female;57;507043797;Braganca Airport;06/02/2020
Victoria Doohan;Belarus;Male;82;635702910;Elvas Border;20/01/2021
Jolynn Gane;China;Male;59;181644437;Humberto Delgado Airport;17/04/2021
Steward Lotwich;France;Male;47;155686106;Castro Marim Border;14/04/2021
Susanna Sinnat;Nigeria;Female;40;622954707;Vilar Formoso Border;26/03/2021
Ginnifer Curnucke;Palestinian Territory;Female;72;686573703;Castro Marim Border;09/07/2020
Neile Barkess;China;Male;76;920368966;Joao Paulo II Airport;09/06/2020
Lesya Drust;Malawi;Female;27;301639893;Joao Paulo II Airport;31/10/2020
Caspar Lauritzen;Iran;Male;27;117078850;Castro Marim Border;14/05/2021
Cara Rudiger;Palestinian Territory;Male;65;671662313;Sa Carneiro Airport;08/08/2020
Barnaby Macias;Russia;Male;30;773662024;Sa Carneiro Airport;11/03/2020
Valdemar Geydon;Angola;Male;25;932917215;Castro Marim Border;16/03/2021
Leontine Musker;China;Female;32;546882196;Cristiano Ronaldo Airport;11/02/2020
Kevin Westgate;Nigeria;Male;58;857123136;Sa Carneiro Airport;13/07/2020
Devondra Desforges;Croatia;Female;31;903551096;Vilar Formoso Border;03/04/2021
Patsy McKeon;Poland;Female;23;331067156;Vilar Formoso Border;30/01/2020
Chastity Leggin;China;Female;57;552953696;Elvas Border;16/03/2020
Ethelda Hugues;Brazil;Female;38;606863382;Cristiano Ronaldo Airport;15/04/2021
Melloney Gahan;Indonesia;Female;20;893083077;Braganca Airport;05/05/2020
Donnell Flaonier;Netherlands;Male;37;542924851;Vilar Formoso Border;26/03/2021
Alister Ferronier;Brazil;Male;27;911106085;Cristiano Ronaldo Airport;23/08/2020
Phylys Jersh;Greece;Male;45;420792706;Joao Paulo II Airport;01/01/2021
Marje Smittoune;United States;Male;49;692450826;Braganca Airport;22/08/2020
Kristian Peckitt;China;Female;70;489357371;Joao Paulo II Airport;26/01/2020
Cad Willcot;China;Female;68;888389166;Vilar Formoso Border;27/02/2021
Rosina Binge;Argentina;Female;36;865696276;Cristiano Ronaldo Airport;08/04/2020
Denny Broadbear;Philippines;Female;34;511273817;Joao Paulo II Airport;17/04/2021
Derick Hutley;Indonesia;Male;55;271080288;Castro Marim Border;09/09/2020
Shae Ausher;China;Female;66;234902826;Castro Marim Border;18/04/2020
Alasdair Dumphry;China;Female;19;455218458;Beja Airport;07/01/2021
Arlee Le Guin;Brazil;Male;74;284246877;Joao Paulo II Airport;05/07/2020
Rianon Gallimore;China;Male;34;966889286;Beja Airport;07/08/2020
Tarah Tiplady;Japan;Female;83;349918279;Castro Marim Border;05/08/2020
Herb Mellem;El Salvador;Female;50;864189275;Elvas Border;06/03/2021
Hi Standbrook;Croatia;Female;63;337839743;Sa Carneiro Airport;23/04/2021
Rafaello Ripsher;China;Male;41;828853664;Castro Marim Border;13/01/2021
Crissie Burle;Indonesia;Female;69;907731455;Sa Carneiro Airport;01/12/2020
Christalle Forkan;Indonesia;Female;28;420224599;Sa Carneiro Airport;27/10/2020
Roland Pideon;Indonesia;Male;78;444156063;Joao Paulo II Airport;01/03/2020
Thornton McNutt;Japan;Male;32;320252118;Castro Marim Border;02/03/2020
Jada Crucitti;Greece;Male;85;401301775;Castro Marim Border;25/04/2020
Thornie Steffan;Indonesia;Female;71;927093045;Braganca Airport;12/08/2020
Orion Snell;Afghanistan;Male;61;471004415;Humberto Delgado Airport;31/03/2020
Fielding Willingam;Czech Republic;Female;59;589955710;Cristiano Ronaldo Airport;29/01/2021
Muffin Vanlint;Bosnia and Herzegovina;Male;63;898901762;Beja Airport;21/05/2020
Rycca Danielsohn;China;Male;62;413659546;Vilar Formoso Border;25/11/2020
Jerry Timlin;Philippines;Female;38;943964788;Castro Marim Border;28/01/2021
Jobie Klimowski;Ukraine;Male;71;647371408;Humberto Delgado Airport;30/01/2020
Brnaby Cobbold;China;Female;21;768456770;Vilar Formoso Border;04/09/2020
Brendan Greiswood;France;Female;56;235338378;Castro Marim Border;28/01/2020
Nikola Gartan;United States;Female;79;637439463;Beja Airport;08/01/2021
Kai Vitall;Brazil;Female;78;211389322;Humberto Delgado Airport;27/01/2020
Tad Vayro;China;Female;77;272196721;Faro Airport;13/10/2020
Cheryl Lindl;Nigeria;Male;47;650113714;Braganca Airport;10/01/2020
Virgil Knobell;Lithuania;Female;83;188264925;Braganca Airport;13/09/2020
Nowell Vautrey;China;Male;74;702851866;Elvas Border;16/09/2020
Suki Farre;Philippines;Male;44;226001848;Valenca Border;23/04/2020
Edgar Pollastro;Vietnam;Female;31;896929604;Joao Paulo II Airport;20/02/2021
Flinn Perrie;Ukraine;Male;24;262205277;Braganca Airport;15/05/2020
Denys Kenwrick;Philippines;Male;31;942867345;Humberto Delgado Airport;26/03/2020
Marlon Hagyard;Nepal;Male;30;843084720;Cristiano Ronaldo Airport;30/04/2020
Briant Mapam;Czech Republic;Male;64;723700602;Humberto Delgado Airport;08/03/2021
Lammond Kinney;Slovenia;Female;63;318722315;Humberto Delgado Airport;17/03/2021
Wynny Liff;Japan;Female;72;201938974;Castro Marim Border;16/11/2020
Allyn Lahrs;Mexico;Male;50;102197484;Vilar Formoso Border;28/01/2020
Blondy Blunsom;Indonesia;Male;66;560517246;Joao Paulo II Airport;20/09/2020
Nessa McGiveen;Russia;Female;66;523714550;Faro Airport;21/05/2020
Raeann Tonkes;China;Male;82;235104158;Faro Airport;28/04/2020
Dorrie Semper;Philippines;Female;80;722812051;Elvas Border;22/02/2020
Batholomew Theuss;China;Male;77;478603808;Sa Carneiro Airport;18/04/2021
Fern Budgeon;Dominican Republic;Male;70;129294175;Cristiano Ronaldo Airport;17/06/2020
Ambur Mitcham;China;Male;34;874998324;Castro Marim Border;11/08/2020
Jillana Nendick;China;Male;20;417331216;Beja Airport;12/03/2020
Roslyn Freeborne;China;Male;47;958693542;Sa Carneiro Airport;26/02/2021
Sal Liccardo;Costa Rica;Female;82;996719597;Braganca Airport;23/07/2020
Fina Tellwright;Croatia;Male;76;834824140;Cristiano Ronaldo Airport;25/11/2020
Joly Bretland;Slovenia;Male;72;866572344;Cristiano Ronaldo Airport;25/04/2021
Silas Dutnell;Indonesia;Female;27;181903612;Castro Marim Border;07/10/2020
Rock Wimms;China;Male;80;554667009;Sa Carneiro Airport;26/10/2020
Myrtie Hearse;Honduras;Female;60;220905766;Joao Paulo II Airport;24/03/2020
Lib Heald;Mexico;Female;79;671082637;Beja Airport;12/02/2021
Ricki Jesteco;China;Male;38;743096562;Braganca Airport;17/09/2020
Harald Stare;China;Male;34;449654814;Beja Airport;13/12/2020
Bobbette Iorillo;Canada;Male;44;497387157;Braganca Airport;14/03/2020
Armstrong Brantl;Brazil;Female;54;494950288;Valenca Border;19/03/2021
Beatrisa Brosius;Zambia;Male;18;231579939;Castro Marim Border;17/02/2021
Ailina Heimann;Japan;Male;71;947246420;Cristiano Ronaldo Airport;07/01/2021
Ardra Jeays;Poland;Male;56;525848242;Humberto Delgado Airport;30/09/2020
Jose Butrimovich;South Korea;Female;47;203180673;Braganca Airport;07/08/2020
Perceval Semken;Sweden;Male;55;861033675;Beja Airport;29/03/2020
Denny Oxtaby;Russia;Female;65;987036029;Valenca Border;12/10/2020
Saunderson Orrick;Slovenia;Male;76;334851168;Humberto Delgado Airport;03/01/2021
Deck Coldicott;Indonesia;Female;76;685090981;Humberto Delgado Airport;22/05/2020
Julia Westmerland;Nigeria;Female;24;502613547;Elvas Border;23/08/2020
Vonnie Forestall;China;Male;44;418878275;Braganca Airport;06/02/2021
Leonardo Doog;Vietnam;Male;25;134399341;Humberto Delgado Airport;04/02/2021
Iggy Hestrop;Malaysia;Male;64;897014241;Vilar Formoso Border;24/10/2020
Shay Corradengo;Ukraine;Male;78;926226885;Braganca Airport;23/05/2021
Alonso Ewin;Brazil;Male;70;119066875;Beja Airport;24/09/2020
Pamella Middlehurst;France;Female;24;359494881;Faro Airport;18/05/2021
Maryann Berresford;Iran;Male;67;997838790;Cristiano Ronaldo Airport;19/04/2021
Lynelle Pennuzzi;United Kingdom;Male;83;377988678;Cristiano Ronaldo Airport;27/02/2020
Annabell Marton;Slovenia;Female;21;105727557;Faro Airport;23/09/2020
Hertha Vondrach;China;Female;76;931355103;Cristiano Ronaldo Airport;24/04/2021
Stephen Barke;Burundi;Female;85;585987662;Faro Airport;24/08/2020
Koren Sambrook;Bosnia and Herzegovina;Male;53;902929779;Faro Airport;13/08/2020
Rosalia Dake;Tunisia;Female;62;378101209;Sa Carneiro Airport;19/03/2021
Coriss Varah;China;Female;71;874723523;Faro Airport;27/08/2020
